"capability_id","workspace","route","surface_type","purpose","risk","states","backend_authority","permission_authority","status","evidence"
"CAP-B03-009","Clients","/angelcare-marketplace/admin/customers/[customerId]/activity","CRM task create/edit modal; communication evidence modal; audit/history rail","create/edit/assign/complete/reopen/cancel task; append factual communication log; inspect immutable audit","GOVERNED_MODAL_AND_CONTEXTUAL_HISTORY","loading; empty/filtered empty; validation; permission-disabled; save success/failure; lifecycle conflict; audit populated","crm-activity repository and existing CRM tables","marketplace.crm.view|marketplace.crm.tasks.manage|marketplace.crm.communications.log|marketplace.backoffice.objects.comment","IMPLEMENTED_RUNTIME_VERIFICATION_PENDING","CustomerCrmActivityPanel; guarded API routes; authenticated mutation UAT pending."
"CAP-B03-010","Clients","/angelcare-marketplace/admin/customers/health","Customer 360 inspector and source-backed next-action rail","critical/attention/outstanding/dormant segmentation; real payment/case/inactivity drivers; open 360; next moves; Marketing continuity","CONTEXTUAL","server loading; populated; filtered empty; healthy empty; critical/attention; permission-aware dossier actions","READ_ONLY_CONTEXTUAL_AUTHORITY","customer read via marketplace.admin.access; downstream actions preserve their own permissions","IMPLEMENTED","CustomerHealthWorkspace; approved interaction requirement and actual source authority reconciled."
"CAP-B04-001","Commandes & réservations","/angelcare-marketplace/admin/orders","selected-order inspector and governed lifecycle modal","search/filter portfolio, assisted/manual creation, selected dossier, payment/Wallet/fulfillment pressure, governed lifecycle and quick access to bookings/quotes/subscriptions/conversion","CONTEXTUAL","server-loaded; populated; filtered-empty; permission-disabled; mutation pending/success/error; lifecycle statuses","POST /api/angelcare-marketplace/admin/bookings|POST /api/angelcare-marketplace/admin/enterprise-command/documents/export|POST /api/angelcare-marketplace/admin/orders|POST /api/angelcare-marketplace/admin/subscriptions|POST /api/angelcare-marketplace/catalog/:itemId/transition|POST /api/angelcare-marketplace/catalog|POST /api/angelcare-marketplace/conversion/admin/sessions/:sessionId/recover|POST /api/angelcare-marketplace/conversion/basket/:basketId/checkout|POST|DELETE /api/angelcare-marketplace/conversion/basket/:basketId/items|POST /api/angelcare-marketplace/conversion/basket|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/availability|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/confirm|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/consent|POST /api/angelcare-marketplace/conversion/sessions/:sessionKey/price|PATCH /api/angelcare-marketplace/conversion/sessions/:sessionKey|POST /api/angelcare-marketplace/conversion/sessions|POST /api/angelcare-marketplace/crm/leads|POST /api/angelcare-marketplace/crm/opportunities/:opportunityId/transition|POST /api/angelcare-marketplace/crm/opportunities|POST /api/angelcare-marketplace/crm/quotes/:quoteId/approval|POST /api/angelcare-marketplace/crm/quotes/:quoteId/transition|POST /api/angelcare-marketplace/crm/quotes|POST /api/angelcare-marketplace/quote-baskets/:basketId/items|POST /api/angelcare-marketplace/quote-baskets","marketplace.operations.view; marketplace.operations.missions.create; marketplace.operations.missions.manage","IMPLEMENTED","EnterpriseOrderCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B04-002","Commandes & réservations","/angelcare-marketplace/admin/orders","selected dossier inspector and governed transition modal","reference/customer/source search, journey/origin/status filters, real financial and fulfillment facts, open dossier and source lifecycle transitions","CONTEXTUAL","server-loaded; populated; filtered-empty; read-only permission state; transition pending/success/error","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.operations.missions.create; marketplace.operations.missions.manage","IMPLEMENTED","EnterpriseOrderCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B04-003","Commandes & réservations","/angelcare-marketplace/admin/orders/new","guided form with persistent success result; no unsupported decision modal","customer/catalog/manual service, quantity, price, schedule, payment mode, validation, create and canonical result navigation","CONTEXTUAL","initial; validation; dirty/unsaved beforeunload; submit pending; server error; success result; permission route guard","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.missions.create","IMPLEMENTED","ManualOrderCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B04-004","Commandes & réservations","/angelcare-marketplace/admin/orders/[orderId]","governed lifecycle modal; contextual operations workspace and source document actions","lifecycle, line add/edit/remove/restore, scheduling, provider/address assignment, finance context, documents, communications, incidents, refunds, timeline and relations","CONTEXTUAL","loading; populated; per-tab empty; permission-disabled; operation pending/error/success; lifecycle dependency failure","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.operations.missions.manage; marketplace.operations.missions.create; marketplace.finance.manage; marketplace.documents.export","IMPLEMENTED","OrderMegaCommand + OrderInlineOperations; approved interaction requirement and actual source authority reconciled."
"CAP-B04-005","Commandes & réservations","/angelcare-marketplace/admin/bookings","creation inspector and governed lifecycle modal","search/status/journey filters, customer/catalog/manual booking creation, schedule and amount, selected context and real status cycle","CONTEXTUAL","server-loaded; populated; filtered-empty; create validation; permission-disabled; create/transition pending/success/error","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.operations.missions.create; marketplace.operations.missions.manage","IMPLEMENTED","BookingCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B04-006","Commandes & réservations","/angelcare-marketplace/admin/commercial/quotes","selected quote inspector plus governed lifecycle/approval modal","create quote, amounts/validity/terms, transition, approve/reject, basket lines/pricing/context/expiration and related navigation","CONTEXTUAL","server-loaded; populated; filtered-empty; no baskets; permission-disabled; create/decision pending/success/error","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.crm.quotes.view; marketplace.crm.quotes.manage; marketplace.crm.quotes.approve; marketplace.quote_basket.view","IMPLEMENTED","QuoteRegistry; approved interaction requirement and actual source authority reconciled."
"CAP-B04-007","Commandes & réservations","/angelcare-marketplace/admin/conversion/enrollments","context-preserving Session 360 links; recovery is governed inside the dossier","search, action/ready/failed filters, identity/context, status, availability/consent evidence and open Session 360","CONTEXTUAL","server-loaded; populated; filtered-empty; ready/action/failed; missing identity/evidence displayed truthfully","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.conversion.view; marketplace.conversion.recover is enforced only on dossier recovery","IMPLEMENTED","ConversionQueueBoard mode=enrollments; approved interaction requirement and actual source authority reconciled."
"CAP-B04-008","Commandes & réservations","/angelcare-marketplace/admin/subscriptions","creation inspector and governed lifecycle/cancellation modal","search/status filters, create with customer/item/amount/period/start/quantity/renewal, activate, pause and cancel with non-renewing reason","CONTEXTUAL","server-loaded; populated; filtered-empty; validation; permission-disabled; create/transition pending/success/error","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.admin.access server guard and matching frontend canManage behavior","IMPLEMENTED","SubscriptionCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B04-009","Commandes & réservations","/angelcare-marketplace/admin/conversion","contextual specialist queue links and Session 360 dossier navigation","summary pressure, journey drilldown, latest sessions, specialist queues, exceptions and source-truth doctrine","CONTEXTUAL","server-loaded; populated; no sessions; real failure/ready statuses; scoped by tenant/territory repository context","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.conversion.view; specialist routes preserve their actual guards","IMPLEMENTED","ConversionAdminCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B04-010","Commandes & réservations","/angelcare-marketplace/admin/conversion/sessions/[sessionId]","governed recovery modal with safe source lifecycle checkpoints","identity/configuration, eligibility, price snapshot, availability, consent versions/hashes, holds/exceptions, outcome, chronology, related authority and recovery","HIGH_GOVERNED","server-loaded; outcome absent/present; missing price/evidence; failed; permission-disabled; recovery pending/success/error","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.conversion.view; marketplace.conversion.recover at frontend and POST API server enforcement","IMPLEMENTED","ConversionSessionDossier; approved interaction requirement and actual source authority reconciled."
"CAP-B05-001","Boutique","/angelcare-marketplace/admin/boutique","CONTEXTUAL_PRIORITY_RAIL","surface registry; source-derived priorities and metrics; search; type/status filters; canonical studio and public-preview links; cross-domain continuity","CONTEXTUAL","loading; error; populated; filtered empty; source-derived attention","POST /api/angelcare-marketplace/admin/footer-studio/contacts|POST /api/angelcare-marketplace/admin/footer-studio/profiles|POST /api/angelcare-marketplace/admin/footer-studio/schedules|POST /api/angelcare-marketplace/admin/footer-studio/schedules/run|POST /api/angelcare-marketplace/admin/footer-studio/targeting|POST /api/angelcare-marketplace/admin/footer-studio/themes|POST /api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey/publish|PATCH /api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey|PUT /api/angelcare-marketplace/admin/frontend-surfaces/:surfaceKey/sections|POST /api/angelcare-marketplace/admin/frontend-surfaces|POST /api/angelcare-marketplace/admin/homepage/campaigns|POST /api/angelcare-marketplace/admin/homepage/collections|POST /api/angelcare-marketplace/admin/homepage/placements|POST /api/angelcare-marketplace/admin/homepage/publish|POST /api/angelcare-marketplace/admin/homepage/releases|POST /api/angelcare-marketplace/admin/homepage/reorder|POST /api/angelcare-marketplace/admin/homepage/sections|POST /api/angelcare-marketplace/admin/media|POST /api/angelcare-marketplace/admin/media/upload|POST /api/angelcare-marketplace/admin/navigation/items|POST /api/angelcare-marketplace/admin/navigation/publish|POST /api/angelcare-marketplace/admin/navigation/reorder|POST /api/angelcare-marketplace/admin/navigation|PATCH /api/angelcare-marketplace/admin/public-inquiries/:inquiryId|PUT /api/angelcare-marketplace/cms/pages/:pageId/blocks|POST /api/angelcare-marketplace/cms/pages/:pageId/preview|POST /api/angelcare-marketplace/cms/pages/:pageId/rollback|PATCH /api/angelcare-marketplace/cms/pages/:pageId|POST /api/angelcare-marketplace/cms/pages/:pageId/transition|POST|PATCH|DELETE /api/angelcare-marketplace/homepage/:kind|POST /api/angelcare-marketplace/homepage/engagement|POST /api/angelcare-marketplace/localization/final|POST /api/angelcare-marketplace/localization/glossary|POST /api/angelcare-marketplace/localization/memory|POST /api/angelcare-marketplace/localization/readiness|POST /api/angelcare-marketplace/localization/scans|POST /api/angelcare-marketplace/localization/seo|POST /api/angelcare-marketplace/localization/translations|POST /api/angelcare-marketplace/public/footer/events","marketplace.commerce.view page guard; destination mutations retain their server guards","IMPLEMENTED","FrontendControlCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B05-002","Boutique","/angelcare-marketplace/admin/homepage/hero","governed publication modal; selected-campaign inspector","draft-first campaign creation; identity/content/media/CTA/targeting/schedule editing; duplicate; preview; publish/unpublish; history","CONTEXTUAL","loading/error boundary; empty; draft; active; scheduled inputs; validation failure; permission read-only; success/failure notice","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.homepage.view and marketplace.homepage.manage propagated from server page; mutation APIs enforce manage","IMPLEMENTED","HeroCampaignStudio; approved interaction requirement and actual source authority reconciled."
"CAP-B05-003","Boutique","/angelcare-marketplace/admin/homepage/composer","selected-block inspector; governed publication modal","real block library; add/edit/reorder/show/hide; device preview; save; publish/unpublish; undo/redo; history","CONTEXTUAL","loading/error boundary; empty library; draft; hidden; active; dirty working state; permission read-only; mutation success/failure","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.homepage.view/manage passed from server authority and retained on APIs","IMPLEMENTED","HomepageDesigner2; approved interaction requirement and actual source authority reconciled."
"CAP-B05-004","Boutique","/angelcare-marketplace/admin/experience/pages","contextual row dossier and readiness rail","source metrics; semantic search; status/locale/translation filters; sorting; readiness indicators; quick dossier; create/open actions","CONTEXTUAL","loading/error boundary; empty; filtered empty; populated; translation warning; permission read-only","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.experience_builder.view and marketplace.experience_builder.create server authorities","IMPLEMENTED","PageRegistry; approved interaction requirement and actual source authority reconciled."
"CAP-B05-005","Boutique","/angelcare-marketplace/admin/experience/pages/[pageId]/builder","block inspector; governed lifecycle modal; governed rollback modal; readiness rail","metadata/SEO/localization; block composition; ordering; preview; validation; granular lifecycle; versions; rollback; related surfaces; unsaved-change protection","CONTEXTUAL","loading/error boundary; empty blocks; dirty/unsaved; validation error; permission read-only; lifecycle states; not-ready blockers; save failure/success","READ_ONLY_CONTEXTUAL_AUTHORITY","granular marketplace.experience_builder edit/blocks/preview/submit/review/approve/schedule/publish/archive/rollback guards; API transition handler maps each target to its real permission","IMPLEMENTED","PageBuilderClient / PageDossierClient; approved interaction requirement and actual source authority reconciled."
"CAP-B05-006","Boutique","/angelcare-marketplace/admin/media","asset inspector; upload/replace/transform workspaces","search/filter; upload; inspect; usage evidence; transform; replace; responsive preview; canonical media references","CONTEXTUAL","loading/error boundary; empty; filtered empty; selected asset; upload/transform/replace failure; permission read-only","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.media.view and marketplace.media.manage from server page; mutation endpoints retain manage enforcement","IMPLEMENTED","MediaLibraryStudio; approved interaction requirement and actual source authority reconciled."
"CAP-B05-007","Boutique","/angelcare-marketplace/admin/navigation/header","selected-item inspector; governed visibility dialog; governed menu publication modal","draft-first menu creation; hierarchy; item create/edit/reorder; audience/device/locale/media controls; preview; publish/unpublish; history","CONTEXTUAL","loading/error boundary; empty; draft; active; hidden; validation failure; permission read-only; success/failure notice","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.navigation.view and marketplace.navigation.manage propagated from server authority and enforced by APIs","IMPLEMENTED","NavigationStudio; approved interaction requirement and actual source authority reconciled."
